TestTime,Amps,Volts
0.0,-2.799573,3.982605
0.18999999994412065,-2.800031,3.980774
0.43999999994412065,-2.800031,3.979553
0.6999999999534339,-2.799725,3.978637
0.9599999999627471,-2.800031,3.977722
1.2700000000186265,-2.799878,3.976806
1.6100000001024455,-2.800031,3.975891
2.080000000074506,-2.800031,3.974975
2.5600000000558794,-2.800031,3.97406
3.0100000000093132,-2.799725,3.973144
3.5100000000093132,-2.800031,3.972229
4.149999999906868,-2.799878,3.971313
4.909999999916181,-2.800031,3.970092
6.03000000002794,-2.800031,3.969177
6.949999999953434,-2.800031,3.967956
8.56000000005588,-2.800031,3.966735
10.06000000005588,-2.799725,3.96582
11.570000000065193,-2.800031,3.964599
13.31000000005588,-2.800031,3.963684
14.830000000074506,-2.800031,3.962768
16.81000000005588,-2.799878,3.961852
18.75,-2.799725,3.960937
21.270000000018626,-2.799878,3.960021
23.790000000037253,-2.800031,3.959106
26.580000000074506,-2.800031,3.95819
29.959999999962747,-2.799878,3.956664
35.46999999997206,-2.799878,3.955749
38.449999999953434,-2.800183,3.954833
40.93999999994412,-2.799878,3.953918
46.59000000008382,-2.800031,3.953002
50.640000000130385,-2.800183,3.952087
54.330000000074506,-2.800183,3.951171
59.080000000074506,-2.800031,3.950256
64.97999999998137,-2.800183,3.949035
71.36000000010245,-2.800031,3.948119
77.57000000006519,-2.799878,3.947204
80.77000000001863,-2.800183,3.946288
86.44999999995343,-2.800031,3.945373
93.42999999993481,-2.799878,3.944457
100.3300000000745,-2.800183,3.943542
105.3300000000745,-2.799878,3.942626
112.31000000005588,-2.799878,3.941711
118.86000000010245,-2.799878,3.940795
126.03000000002794,-2.799725,3.939879
133.13000000012107,-2.800031,3.938964
139.85000000009313,-2.799878,3.938048
145.09000000008382,-2.799878,3.937133
151.71999999997206,-2.799878,3.936217
158.9899999999907,-2.799878,3.935302
164.89999999990687,-2.799878,3.934386
170.6799999999348,-2.799878,3.933471
179.0100000000093,-2.800031,3.932555
185.8300000000745,-2.800031,3.93164
192.5,-2.799725,3.930724
197.77000000001863,-2.800031,3.929808
203.71999999997206,-2.800183,3.928893
209.6699999999255,-2.800183,3.927977
214.56000000005588,-2.800031,3.927062
221.06000000005588,-2.799878,3.926146
227.31000000005588,-2.799878,3.925231
232.2600000000093,-2.799878,3.924315
238.84000000008382,-2.799878,3.9234
243.0800000000745,-2.799725,3.922484
247.2600000000093,-2.799878,3.921569
252.09000000008382,-2.799878,3.920653
256.6400000001304,-2.800031,3.919738
260.80000000004657,-2.800183,3.918822
265.0800000000745,-2.800031,3.917906
269.1799999999348,-2.799878,3.916991
274.21999999997206,-2.799878,3.916075
278.0600000000559,-2.799878,3.91516
282.28000000002794,-2.800031,3.914244
286.96999999997206,-2.800031,3.913329
290.4099999999162,-2.800183,3.912413
293.62000000011176,-2.800031,3.911498
297.21999999997206,-2.799725,3.910582
300.69999999995343,-2.800183,3.909667
305.1899999999441,-2.800031,3.908446
310.3800000001211,-2.799725,3.90753
313.8400000000838,-2.800031,3.906615
316.9299999999348,-2.800183,3.905699
320.5900000000838,-2.800031,3.904784
324.7600000000093,-2.799878,3.903868
327.10000000009313,-2.800031,3.902953
330.39999999990687,-2.799878,3.902037
333.36000000010245,-2.799725,3.901122
336.8100000000559,-2.800031,3.900206
340.0100000000093,-2.799878,3.898985
344.0600000000559,-2.800031,3.89807
347.4399999999441,-2.800031,3.897154
350.46999999997206,-2.800183,3.896239
353.71999999997206,-2.800031,3.895323
356.5100000000093,-2.800031,3.894408
359.0600000000559,-2.800031,3.893492
362.4899999999907,-2.800031,3.892576
365.4299999999348,-2.799878,3.891661
368.0,-2.800031,3.890745
371.5800000000745,-2.799878,3.88983
374.95999999996275,-2.800031,3.888914
376.96999999997206,-2.799878,3.887999
380.2600000000093,-2.800031,3.887083
382.9799999999814,-2.799878,3.886168
385.30000000004657,-2.800031,3.885252
388.1699999999255,-2.799878,3.884337
391.21999999997206,-2.800031,3.883421
394.12000000011176,-2.799878,3.882506
396.8100000000559,-2.799878,3.88159
399.80000000004657,-2.799878,3.880369
403.79000000003725,-2.800031,3.879149
407.25,-2.799878,3.878233
409.78000000002794,-2.799878,3.877317
411.7600000000093,-2.799878,3.876402
414.45999999996275,-2.799878,3.875486
416.7299999999814,-2.800183,3.874571
419.70999999996275,-2.799878,3.873655
422.69999999995343,-2.800031,3.87274
425.8200000000652,-2.799878,3.871519
