TestTime,Amps,Volts,Temp 1
0.0,-2.799268,4.002747,0.0
0.15999999991618097,-2.800031,4.000305,0.0
0.32999999984167516,-2.800183,3.998779,0.0
0.4899999999906868,-2.800183,3.997864,0.0
0.6799999999348074,-2.799878,3.996948,0.0
1.0199999997857958,-2.800183,3.995422,0.0
1.409999999916181,-2.799878,3.994202,-0.015999999999998238
1.9299999999348074,-2.799878,3.993286,-0.015999999999998238
2.269999999785796,-2.799878,3.99237,-0.015999999999998238
2.75,-2.799878,3.991455,-0.015999999999998238
3.3099999998230487,-2.800183,3.990234,-0.015999999999998238
3.9399999999441206,-2.800031,3.989014,-0.015999999999998238
4.789999999804422,-2.800031,3.987793,-0.015999999999998238
5.929999999934807,-2.799878,3.986572,0.0
6.759999999776483,-2.800183,3.985657,0.0
7.879999999888241,-2.799878,3.984741,0.0
8.809999999823049,-2.800031,3.983825,0.0
10.309999999823049,-2.799878,3.982605,0.0
11.619999999878928,-2.800031,3.981384,0.0
13.0,-2.800031,3.980468,0.0
14.889999999897555,-2.799878,3.979553,0.0
16.289999999804422,-2.800031,3.978637,0.0
18.759999999776483,-2.799878,3.977722,0.0
20.019999999785796,-2.800031,3.976806,0.0
22.40999999991618,-2.800031,3.975891,0.015000000000000568
24.649999999906868,-2.800031,3.974975,0.015000000000000568
27.139999999897555,-2.800031,3.97406,0.030999999999998806
29.949999999953434,-2.800031,3.972839,0.030999999999998806
32.5,-2.799725,3.971923,0.030999999999998806
35.42999999993481,-2.800183,3.971008,0.030999999999998806
38.519999999785796,-2.800031,3.969787,0.046999999999997044
42.769999999785796,-2.800031,3.968872,0.06299999999999528
47.019999999785796,-2.800031,3.967651,0.06299999999999528
51.47999999998137,-2.799878,3.966735,0.07900000000000063
55.02999999979511,-2.799878,3.96582,0.0940000000000012
59.45999999996275,-2.799878,3.964904,0.10999999999999943
62.50999999977648,-2.799725,3.963684,0.12599999999999767
67.6699999999255,-2.800031,3.962768,0.1419999999999959
71.68999999994412,-2.800183,3.961547,0.15699999999999648
78.12999999988824,-2.799878,3.960327,0.1729999999999947
83.70999999996275,-2.800183,3.959411,0.18900000000000006
88.8499999998603,-2.799878,3.95819,0.2049999999999983
95.3499999998603,-2.800031,3.95697,0.2359999999999971
100.75999999977648,-2.800031,3.956054,0.25199999999999534
104.78999999980442,-2.800031,3.954833,0.25199999999999534
111.17999999993481,-2.799725,3.953918,0.2839999999999989
116.46999999997206,-2.799878,3.952697,0.2989999999999995
122.12999999988824,-2.799878,3.951781,0.3149999999999977
126.97999999998137,-2.799878,3.950866,0.33099999999999596
131.21999999997206,-2.799878,3.94995,0.3470000000000013
136.70999999996275,-2.799878,3.949035,0.36199999999999477
141.80999999982305,-2.800031,3.948119,0.3780000000000001
145.1799999999348,-2.800031,3.947204,0.39399999999999835
148.86999999987893,-2.799878,3.946288,0.4099999999999966
153.00999999977648,-2.799878,3.945373,0.4099999999999966
157.9199999999255,-2.800031,3.944457,0.4259999999999948
162.44999999995343,-2.800183,3.943542,0.4409999999999954
167.1799999999348,-2.800031,3.942626,0.45700000000000074
171.4899999999907,-2.799878,3.941405,0.472999999999999
176.78999999980442,-2.800031,3.94049,0.4889999999999972
180.82999999984168,-2.800031,3.939574,0.5039999999999978
185.25,-2.800031,3.938659,0.519999999999996
187.93999999994412,-2.800031,3.937743,0.519999999999996
192.63999999989755,-2.799878,3.936828,0.5360000000000014
196.839999999851,-2.800031,3.935912,0.5360000000000014
200.14999999990687,-2.799878,3.934997,0.5519999999999996
204.2799999997951,-2.800031,3.934081,0.5829999999999984
208.25999999977648,-2.799878,3.93286,0.5829999999999984
213.38999999989755,-2.800031,3.931945,0.6149999999999949
216.7399999999907,-2.800031,3.931029,0.6310000000000002
220.839999999851,-2.800031,3.930114,0.6460000000000008
223.50999999977648,-2.800183,3.929198,0.6460000000000008
226.97999999998137,-2.800031,3.928283,0.661999999999999
230.80999999982305,-2.800031,3.927367,0.661999999999999
234.12999999988824,-2.799725,3.926452,0.6939999999999955
237.88999999989755,-2.799878,3.925536,0.6939999999999955
241.61999999987893,-2.800031,3.92462,0.7089999999999961
245.2799999997951,-2.800031,3.923705,0.7250000000000014
247.9299999999348,-2.800031,3.922789,0.7250000000000014
252.00999999977648,-2.799878,3.921874,0.7409999999999997
254.29999999981374,-2.799878,3.920958,0.7569999999999979
257.44999999995343,-2.800031,3.920043,0.7569999999999979
260.81999999983236,-2.800031,3.919127,0.7569999999999979
264.589999999851,-2.800031,3.918212,0.7729999999999961
267.8599999998696,-2.799878,3.917296,0.7879999999999967
271.0099999997765,-2.800031,3.916381,0.7879999999999967
274.1599999999162,-2.799878,3.915465,0.8039999999999949
277.8599999998696,-2.800031,3.914549,0.8200000000000003
280.79999999981374,-2.800031,3.913634,0.8200000000000003
284.14999999990687,-2.800031,3.912718,0.8200000000000003
287.1599999999162,-2.800031,3.911498,0.8359999999999985
290.3699999998789,-2.799878,3.910582,0.8359999999999985
293.64999999990687,-2.800031,3.909667,0.8359999999999985
296.2799999997951,-2.800183,3.908751,0.8509999999999991
300.0299999997951,-2.800031,3.90753,0.8669999999999973
303.839999999851,-2.800031,3.906615,0.8829999999999956
306.839999999851,-2.799878,3.905699,0.8990000000000009
309.8299999998417,-2.800183,3.904784,0.9149999999999991
312.81999999983236,-2.799878,3.903868,0.9299999999999997
315.6699999999255,-2.800031,3.902953,0.945999999999998
317.63999999989755,-2.800031,3.902037,0.945999999999998
320.88999999989755,-2.800031,3.901122,0.9619999999999962
