TestTime,Amps,Volts
0.0,-2.799268,4.019226
0.1600000001490116,-2.799878,4.010986
0.27000000001862645,-2.800031,4.009155
0.4599999999627471,-2.800031,4.007324
0.6999999999534339,-2.799878,4.006104
0.9799999999813735,-2.800031,4.005188
1.209999999962747,-2.800031,4.004273
1.459999999962747,-2.800031,4.003357
1.7600000000093132,-2.799878,4.002441
2.140000000130385,-2.800183,4.001221
2.7299999999813735,-2.799878,4.000305
3.0300000000279397,-2.800031,3.99939
3.5700000000651926,-2.799878,3.998474
4.180000000167638,-2.799878,3.997253
4.8600000001024455,-2.800031,3.996338
5.540000000037253,-2.800031,3.995422
6.3600000001024455,-2.800031,3.994507
7.199999999953434,-2.800183,3.993591
8.199999999953434,-2.800031,3.992676
9.050000000046566,-2.800031,3.99176
10.370000000111759,-2.799878,3.990539
11.410000000149012,-2.799878,3.989319
13.320000000065193,-2.799878,3.988403
14.840000000083819,-2.800336,3.987182
16.66000000014901,-2.799878,3.986267
18.350000000093132,-2.800031,3.985351
20.380000000121072,-2.799878,3.984436
22.140000000130385,-2.799878,3.983215
24.540000000037253,-2.800031,3.9823
26.31000000005588,-2.800031,3.981384
28.100000000093132,-2.799725,3.980468
30.920000000158325,-2.799878,3.979553
33.18999999994412,-2.799725,3.978637
35.68999999994412,-2.799878,3.977722
38.52000000001863,-2.800183,3.976806
41.45999999996275,-2.800031,3.975891
44.360000000102445,-2.799878,3.97467
48.85000000009313,-2.800031,3.973449
52.20999999996275,-2.800031,3.972229
55.10000000009313,-2.800031,3.971313
59.26000000000931,-2.799878,3.970397
62.73999999999069,-2.800031,3.969482
65.39000000013039,-2.800031,3.968566
69.85000000009313,-2.800031,3.967651
72.82000000006519,-2.800031,3.966735
76.6500000001397,-2.799725,3.96582
80.01000000000931,-2.799878,3.964904
83.18999999994412,-2.799878,3.963989
86.63000000012107,-2.799878,3.963073
89.4000000001397,-2.800183,3.962158
93.10000000009313,-2.799878,3.961242
97.16000000014901,-2.800183,3.960327
101.16000000014901,-2.800031,3.959411
104.77000000001863,-2.799878,3.958495
109.11000000010245,-2.800031,3.95758
111.93999999994412,-2.800031,3.956664
115.57000000006519,-2.799878,3.955749
118.04000000003725,-2.799878,3.954833
122.05000000004657,-2.799725,3.953918
125.55000000004657,-2.799878,3.953002
128.8300000000745,-2.799878,3.952087
132.8200000000652,-2.800183,3.951171
136.6500000001397,-2.800031,3.950256
140.0700000000652,-2.800031,3.949035
144.9899999999907,-2.800183,3.948119
148.59000000008382,-2.800183,3.946899
151.5700000000652,-2.799878,3.945983
155.5700000000652,-2.800031,3.945068
159.29000000003725,-2.800031,3.944152
163.12000000011176,-2.800031,3.943236
166.47999999998137,-2.799878,3.942321
170.0100000000093,-2.799878,3.9411
