TestTime,Amps,Volts,Temp 1
0.0,-2.799573,3.989014,
0.2099999999627471,-2.800031,3.987793,
0.4199999999254942,-2.800183,3.985962,
0.8300000000745058,-2.799878,3.984741,
1.2400000002235174,-2.799878,3.98352,
1.6600000001490116,-2.799878,3.982605,
1.9900000002235174,-2.799878,3.981384,
2.5,-2.800031,3.980468,
3.040000000037253,-2.800183,3.979553,
3.6299999998882413,-2.800031,3.978637,
4.490000000223517,-2.800031,3.977111,
5.680000000167638,-2.800183,3.976196,
6.600000000093132,-2.800183,3.97528,
7.540000000037253,-2.799878,3.974365,
8.770000000018626,-2.800031,3.973449,
9.75,-2.799878,3.972534,
10.870000000111759,-2.799878,3.971618,
12.390000000130385,-2.799878,3.970703,
14.100000000093132,-2.799878,3.969787,
15.370000000111759,-2.800183,3.968872,
18.16000000014901,-2.800183,3.967346,
21.520000000018626,-2.799878,3.96643,
23.859999999869615,-2.799878,3.965515,
26.390000000130385,-2.799878,3.964599,
29.490000000223517,-2.799878,3.963378,
32.830000000074506,-2.799725,3.962463,
36.18000000016764,-2.800183,3.961547,
39.66000000014901,-2.799878,3.960632,
44.27000000001863,-2.799878,3.959716,
48.56999999983236,-2.800183,3.958801,
52.85000000009313,-2.800031,3.957885,
56.640000000130385,-2.799878,3.95697,
61.97000000020489,-2.799878,3.956054,
65.20999999996275,-2.799878,3.954833,
72.18000000016764,-2.799878,3.953918,
77.41000000014901,-2.800183,3.953002,
83.58999999985099,-2.800183,3.952087,
88.5800000000745,-2.799878,3.951171,
94.56999999983236,-2.800031,3.950256,
100.58999999985099,-2.800031,3.94934,
106.54000000003725,-2.800031,3.948425,
113.56000000005588,-2.800031,3.947509,
117.97999999998137,-2.800031,3.946593,
123.68000000016764,-2.799878,3.945678,
130.14000000013039,-2.799725,3.944762,
137.410000000149,-2.799878,3.943847,
143.87000000011176,-2.799878,3.942626,
152.4199999999255,-2.800031,3.941711,
158.75,-2.800031,3.940795,
165.2200000002049,-2.799878,3.939879,
171.3300000000745,-2.800031,3.938964,
176.7200000002049,-2.799878,3.938048,
182.4700000002049,-2.800031,3.937133,
187.97999999998137,-2.799878,3.936217,
192.9700000002049,-2.799878,3.935302,
199.64000000013039,-2.799878,3.934386,
204.68000000016764,-2.799878,3.933471,
211.04000000003725,-2.799878,3.932555,
216.3000000002794,-2.800031,3.93164,
